Company Name,Input URL,Contact URL Found,Has Form,Form Fields,Has Captcha,Emails Found,Phones Found,Method
eakingroup.com,http://www.eakingroup.com/,https://eakingroup.com/contact-us/,Yes,"name *(text) | last(text) | email *(email) | comments, questions? *(textarea) | action(hidden) | admin_cc(hidden) | lead_type(hidden) | tags(hidden) | agent_id(hidden) | office_id(hidden) | social_id(hidden) | social_hash(hidden) | g-recaptcha-type(hidden) | lead_form_config(hidden) | by submitting this form, you a(checkbox) | search qr codes...(text)",Yes,ed.eakin@compass.com,214.801.3495 | 214-801-3495,common_path
knightvestresidential.com,https://www.knightvestresidential.com/,https://knightvestresidential.com/contact/,Yes,name *(text) | phone(tel) | email *(email) | confirm email *(email) | message *(textarea),Yes,info@knightvest.com,"75225
	214-989-7061
	214-915-8380 | 214-989-7061
8343",common_path
clearworthresidential.com,http://clearworthresidential.com/,https://clearworthresidential.com/contact/,Yes,s(text) | _wpcf7(hidden) | _wpcf7_version(hidden) | _wpcf7_locale(hidden) | _wpcf7_unit_tag(hidden) | _wpcf7_container_post(hidden) | _wpcf7_posted_data_hash(hidden) | department[](checkbox) | your-name(text) | your-email(email) | your-phone(tel) | property-name(text) | your-message(textarea),No,info@cw-res.com,,common_path
compass.com,https://www.compass.com/agents/Slater-Real-Estate-Group/,https://www.compass.com/contact/,No,,No,press@compass.com,2026. 212-913-9058 | 646.982.0353 | 1-888-997-3525,link_scan_no_form
lpc.com,http://www.lpc.com/,https://lpc.com/contacts/,Yes,find an expert(text),No,,"75225
214.740.3300",link_scan
rock.properties,http://www.rock.properties/,https://www.rock.properties/contact-us,Yes,name(text) | email address(email) | message(textarea),No,info@rock.properties | a@rock.properties | nicole@rock.properties | wendy@rock.properties | ivan@rock.properties,973) 624-6000 | 973-624-6000,common_path
ajc-realty.com,https://ajc-realty.com/contact,https://www.ajc-realty.com/contact,Yes,email(email),No,ALCupo4@aol.com | Albertcupo@ajc-realty.com | Helenz.realty@gmail.com,"201) 486-6196 | 07306
(201) 324-1000 | 1994

321 | 201) 324-1000 | 201) 920-5957",common_path
jerseycityha.org,https://www.jerseycityha.org/,https://www.jerseycityha.org/contact-us,Yes,name(text) | email(email) | phone(tel) | textarea_comp-knj6cr47(textarea),No,helpdesk@jcha.us | Lep@jcha.us,201) 706-4600 | 201) 547-6666 | 201-706-4600 | 201-706-4799 | 201-706-4636,common_path
flatfeelandlorddallas.com,http://www.flatfeelandlorddallas.com/,http://www.flatfeelandlorddallas.com/contact,Yes,"_form_loaded_at(hidden) | middle name(text) | name(text) | email(email) | phone(tel) | address(text) | zipcode(text) | inquiry type(select-one) | comment(textarea) | by checking this box, i consen(checkbox) | g-recaptcha-response(textarea)",Yes,hello@flatfeelandlord.com,703-261-9414 | 469-444-2817,link_scan
thesourceapartments.com,https://thesourceapartments.com/,https://thesourceapartments.com/contact-us/,Yes,name *(text) | phone *(text) | email *(email) | comment or message *(textarea) | wpforms[id](hidden) | page_title(hidden) | page_url(hidden) | url_referer(hidden) | page_id(hidden) | wpforms[post_id](hidden),Yes,leasing@thesourceapts.com,201-839-5122,common_path
cmpnd.com,https://www.cmpnd.com/coworking/97-newkirk,https://www.cmpnd.com/contact-us,Yes,"first name
(required)(text) | last name
(required)(text) | email
(required)(email) | phone(text) | location(select-one) | comments(textarea) | message-yui_71e723c1-a9d9-4ea1(text)",No,,551) 209-4008 | 516) 464-2294 - 3 | 551) 309-3007 | 551) 430-4447 - 28 | 201) 350-1177,link_scan
gemtx.com,http://gemtx.com/,https://gemtx.com/property_manager_highland_park_tx/,No,,No,dbrower@gemtx.com | vbell@gemtx.com | accounting@gemtx.com,314-520-1842 | 972-596-3769 | 972-612-3769,link_scan_no_form
trinitygroves.com,https://www.trinitygroves.com/,https://trinitygroves.com/contact/,Yes,first(text) | last(text) | email *(email) | email comment or(text) | wpforms[fields][5](text) | comment or message(textarea) | wpforms[id](hidden) | page_title(hidden) | page_url(hidden) | url_referer(hidden) | page_id(hidden) | wpforms[post_id](hidden) | * email email(text) | wpforms[fields][4](text),Yes,,,common_path
jimlakeco.com,https://jimlakeco.com/,https://jimlakeco.com/contact-us/,Yes,post_id(hidden) | form_id(hidden) | referer_title(hidden) | queried_id(hidden) | name(text) | email(email),No,info@jimlakeco.com,214.741.5018,common_path
dmwtpm.com,https://dmwtpm.com/,https://dmwtpm.com/contact,Yes,your name(text) | email(email) | phone(tel) | subject(text) | how can we help?(textarea),No,hello@dmwtpm.com,214) 945-4946,common_path
cmpnd.com,https://www.cmpnd.com/residential/632-newark,https://www.cmpnd.com/contact-us,Yes,"first name
(required)(text) | last name
(required)(text) | email
(required)(email) | phone(text) | location(select-one) | comments(textarea) | message-yui_a2715a1d-445c-449d(text)",No,,551) 209-4008 | 516) 464-2294 - 3 | 551) 309-3007 | 551) 430-4447 - 28 | 201) 350-1177,link_scan
vistapropertyco.com,http://vistapropertyco.com/,https://vistapropertyco.com/contact/,Yes,_wpcf7(hidden) | _wpcf7_version(hidden) | _wpcf7_locale(hidden) | _wpcf7_unit_tag(hidden) | _wpcf7_container_post(hidden) | _wpcf7_posted_data_hash(hidden) | _wpcf7_recaptcha_response(hidden) | first-name(text) | last-name(text) | email-address(email) | interest[](checkbox) | message(textarea) | 5js3yc03(hidden) | zulqms9z(hidden) | 3sctoa63(hidden),Yes,,"75207
214.234.2555 | 2017-2025",common_path
55broad.com,https://55broad.com/,https://55broad.com/contact-us-luxury-apartments-in-fidi/,Yes,_wpcf7(hidden) | _wpcf7_version(hidden) | _wpcf7_locale(hidden) | _wpcf7_unit_tag(hidden) | _wpcf7_container_post(hidden) | _wpcf7_posted_data_hash(hidden) | _wpcf7_recaptcha_response(hidden) | utm_source(hidden) | utm_medium(hidden) | utm_campaign(hidden) | utm_content(hidden) | gad_source(hidden) | gclid(hidden) | site(hidden) | first-name(text) | last-name(text) | phone(number) | email(email) | zipcode(number) | movein(select-one) | unittype(select-one) | pricerange(select-one) | about(select-one) | radio-135(radio) | comments(textarea) | websitefield(hidden) | g-recaptcha-response(textarea),Yes,,917.540.3050,common_path
newportstreetcap.com,http://newportstreetcap.com/,https://www.newportstreetcap.com/contact,Yes,first-name(text) | last-name(text) | email(email) | phone(tel) | textarea_comp-kdm8peyu1(textarea),No,info@newportpropertymnt.com,646) 793-6837,common_path
bethel.management,https://bethel.management/,https://bethel.management/contact/,Yes,name*(text) | email*(email) | phone*(tel) | service*(select-one) | property type*(select-one) | number of units*(text) | additional comments(textarea) | gform_ajax(hidden) | gform_submission_method(hidden) | gform_theme(hidden) | gform_style_settings(hidden) | is_submit_1(hidden) | gform_submit(hidden) | gform_currency(hidden) | gform_unique_id(hidden) | state_1(hidden) | gform_target_page_number_1(hidden) | gform_source_page_number_1(hidden) | gform_field_values(hidden),No,rentals@bethel.management | contact@bethel.management | maintenance@bethel.management | sales@bethel.management,+1 212-349-5334 | +1 212-349-5344,common_path
monarchrealtygroup.com,https://monarchrealtygroup.com/,https://monarchrealtygroup.com/ContactUs.aspx,No,,No,info@monarchrealtygroup.com,212-901-2682,link_scan_no_form
goldcpm.com,http://www.goldcpm.com/,https://goldcpm.com/contact-us/,Yes,_wpcf7(hidden) | _wpcf7_version(hidden) | _wpcf7_locale(hidden) | _wpcf7_unit_tag(hidden) | _wpcf7_container_post(hidden) | _wpcf7_posted_data_hash(hidden) | _wpcf7_recaptcha_response(hidden) | your-name(text) | your-email(email) | your-message(textarea) | g-recaptcha-response(textarea),Yes,Service@goldcpm.com,551) 689-9582,common_path
njdirectpropertybuyers.com,https://www.njdirectpropertybuyers.com/,https://www.njdirectpropertybuyers.com/about/contact,Yes,first-name(text) | last-name(text) | email(email) | address(text) | textarea_comp-k3s4plw9(textarea),No,Info@NJDirectPropertybuyers.com,201) 630-0008,common_path
hudsoncondos.com,https://hudsoncondos.com/communities/the-doric/,https://hudsoncondos.com/contact-us/,Yes,"fl-contact-form-nonce(hidden) | _wp_http_referer(hidden) | fl-layout-id(hidden) | your name(text) | subject (address, building, or(text) | your email(email) | your phone(tel) | please include as much detail (textarea)",Yes,,,common_path
chathamgreen.com,http://www.chathamgreen.com/,http://www.chathamgreen.com/contact,Yes,"first name
(required)(text) | last name
(required)(text) | email address
(required)(email) | address
(required)(text) | apartment number
(required)(text) | subject
(required)(text) | message
(required)(textarea) | message-yui_66914468-eda3-433f(text)",No,super@chathamgreen.com | board@chathamgreen.com | management@chathamgreen.com,"212) 233-8689 | 212) 233-8688 | 10038
(212) 233-8684 | 212) 233-8684",link_scan
bpcmanagement.com,http://www.bpcmanagement.com/,https://www.bpcmanagement.com/contact-us,No,,No,info@bpc.nyc,718) 852-1616,link_scan_no_form
troytowers.net,http://www.troytowers.net/,http://www.troytowers.net/contact.shtml,Yes,success(hidden) | name(text) | email(text) | phone(text) | comments(textarea) | reset(reset),No,info@troytowers.net,201.865.6000 | 201.865.6962,link_scan
bsgmanagement.com,http://bsgmanagement.com/,https://bsgmanagement.com/contact-us/,Yes,select-one(select-one) | _wpcf7(hidden) | _wpcf7_version(hidden) | _wpcf7_locale(hidden) | _wpcf7_unit_tag(hidden) | _wpcf7_container_post(hidden) | _wpcf7_posted_data_hash(hidden) | your-name(text) | your-email(email) | your-tel(tel) | message(textarea) | ct_checkjs_cf7(hidden) | 96885(text) | apbct_event_id(hidden) | ct_bot_detector_event_token(hidden) | ct_no_cookie_hidden_field(hidden),Yes,info@bsgmanagement.com,201) 869-1155 | 201) 869-0279,common_path
homekeyrealtyllc.com,http://www.homekeyrealtyllc.com/,https://www.homekeyrealtyllc.com/contact/,Yes,_wpcf7(hidden) | _wpcf7_version(hidden) | _wpcf7_locale(hidden) | _wpcf7_unit_tag(hidden) | _wpcf7_container_post(hidden) | _wpcf7_posted_data_hash(hidden) | _wpcf7_recaptcha_response(hidden) | first name* :(text) | last name* :(text) | email* :(email) | phone* :(text) | message* :(textarea) | fullname(text) | phnumb(text) | zipcode(text) | username(text) | security-login(hidden) | _wp_http_referer(hidden) | email(email) | security-register(hidden),Yes,service@homekeyrealtyllc.com,201-932-2070,common_path
libertyrealestatesolutions.net,http://www.libertyrealestatesolutions.net/,https://libertyrealestatesolutions.net/contact/,Yes,name(required)(text) | phone number(required)(tel) | email(required)(email) | message(textarea) | comments(text) | gform_ajax(hidden) | is_submit_3(hidden) | gform_submit(hidden) | gform_unique_id(hidden) | state_3(hidden) | gform_target_page_number_3(hidden) | gform_source_page_number_3(hidden) | gform_field_values(hidden),No,info@libertyrealestatesolutions.net,+1 (646) 694-8515,common_path
verisresidential.com,https://verisresidential.com/west-new-york-nj-apartments/the-capstone-at-port-imperial/,https://verisresidential.com/contact-us,Yes,linkedin(text) | i'm inquiring about:(select-one) | input_10(select-one) | first(text) | last(text) | company(text) | email*(email) | phone*(tel) | comments(textarea) | input_18(hidden) | input_21(hidden) | input_22(hidden) | gform_ajax(hidden) | gform_submission_method(hidden) | gform_theme(hidden) | gform_style_settings(hidden) | is_submit_7(hidden) | gform_submit(hidden) | gform_currency(hidden) | gform_unique_id(hidden) | state_7(hidden) | gform_target_page_number_7(hidden) | gform_source_page_number_7(hidden) | gform_field_values(hidden),Yes,info@verisresidential.com,"732-590-1010 | 07311

732.590.1010",common_path
parkviewmanagementcorp.com,https://parkviewmanagementcorp.com/,https://parkviewmanagementcorp.com/contact/,Yes,full name *(text) | email *(email) | phone *(tel) | leave a message...(textarea) | nf-field-hp(text),Yes,pvmc@candal.net,201-865-4680,common_path
betterlivingproperties.com,https://www.betterlivingproperties.com/,https://www.betterlivingproperties.com/contact-us,Yes,first name *(text) | label-dmform-0(hidden) | last name *(text) | label-dmform-5(hidden) | email *(email) | label-dmform-1(hidden) | message(textarea) | label-dmform-3(hidden) | dmformsendto(hidden) | action(hidden) | dmformsubject(hidden) | dmformsubmitparams(hidden) | page_uuid(hidden),Yes,Ariel@betterlivingnyc.com,"212) 505-5800 | 212) 505-5800
(212) 505-0607",common_path
tpgmanagement.net,https://tpgmanagement.net/,https://tpgmanagement.net/contact/,Yes,i'm an owner(radio) | i'm a renter(radio) | i'm a vendor(radio) | first_name(text) | last_name(text) | email(email) | phone(text) | address(text) | goals(textarea) | source(select-one),No,leasing@tpgmanagement.net,732-978-9390 | 732) 978-9390,common_path
realestatenj.com,https://realestatenj.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing,https://realestatenj.com/contact/,Yes,"first name
*(text) | last name
*(text) | email
*(email) | subject(text) | commercial(radio) | residential(radio) | property management(radio) | your message(textarea) | input_8(hidden) | input_9(hidden) | input_10(hidden) | input_11(hidden) | input_12(hidden) | input_13(hidden) | input_14(hidden) | input_15(hidden) | input_16(hidden) | input_17(hidden) | input_18(hidden) | input_19(hidden) | input_20(hidden) | input_21(hidden) | input_22(hidden) | input_23(hidden) | input_24(hidden) | input_25(hidden) | input_26(hidden) | input_27(hidden) | input_28(hidden) | input_29(hidden) | input_30(hidden) | input_31(hidden) | input_32(hidden) | input_33(hidden) | input_34(hidden) | input_35(hidden) | input_36(hidden) | input_37(hidden) | gform_submission_method(hidden) | gform_theme(hidden) | gform_style_settings(hidden) | is_submit_1(hidden) | gform_submit(hidden) | gform_currency(hidden) | gform_unique_id(hidden) | state_1(hidden) | gform_target_page_number_1(hidden) | gform_source_page_number_1(hidden) | gform_field_values(hidden) | phone(tel) | message(textarea) | input_38(hidden) | is_submit_14(hidden) | state_14(hidden) | gform_target_page_number_14(hidden) | gform_source_page_number_14(hidden) | zoacres_mc_listid(hidden) | zozo_mc_email(text) | sign up(button) | username(text) | password(password) | lsecurity(hidden) | _wp_http_referer(hidden) | forgotsecurity(hidden) | user_login(text) | name(text) | email(text) | nick_name(text) | usertype(select-one) | security(hidden) | s(text) | mo-osp-puzzle-answer(number)",No,info@realestatenj.com,"201) 868-6300 | 2025
7013 | 201) 868-6055 | 07002

 (201) 868-6300
 (201) 868-6055 | 2026
8227",common_path
keyrenternorthjersey.com,https://keyrenternorthjersey.com/clifton-property-management,https://keyrenternorthjersey.com/contact,Yes,help_type(radio) | first_name(text) | last_name(text) | email(email) | phone(tel) | property_address(text) | method(select-one) | message(textarea) | how_did_you_hear(select-one) | sms_consent(checkbox) | terms_consent(checkbox),Yes,info@keyrenternorthjersey.com,+1 201-242-2423,common_path
kewmanagement.com,https://kewmanagement.com/1123-broadway/,https://kewmanagement.com/contact-us/,Yes,first(text) | last(text) | email(email) | message(textarea) | phone(tel) | company name(text) | location(select-one) | size (sq ft)(select-one) | input_16(hidden) | gform_ajax(hidden) | gform_submission_method(hidden) | gform_theme(hidden) | gform_style_settings(hidden) | is_submit_1(hidden) | gform_submit(hidden) | gform_currency(hidden) | gform_unique_id(hidden) | state_1(hidden) | gform_target_page_number_1(hidden) | gform_source_page_number_1(hidden) | gform_field_values(hidden) | ak_hp_textarea(textarea) | ak_js(hidden) | _mc4wp_honeypot(text) | _mc4wp_timestamp(hidden) | _mc4wp_form_id(hidden) | _mc4wp_form_element_id(hidden),No,space@kewmanagement.com,"10010
(212) 255-3346 | 100-250
250-500
500-1 | 212) 255-3346",common_path
erealtynj.com,http://www.erealtynj.com/,http://www.erealtynj.com/default.asp.f-contactme,Yes,select-one(select-one) | firstname(text) | lastname(text) | emailaddress(text) | phonenumber(text) | message(textarea) | g-recaptcha-response(textarea) | imagekey(hidden) | messagetype(hidden) | sl(text) | tl(text) | query(text) | gtrans(text) | vote(text),Yes,everth@erealtynj.com | erealtymc@gmail.com,201-453-3510 | 877-382-2851 | 201-503-6626,link_scan
hellerorg.com,http://www.hellerorg.com/,https://hellerorg.com/contact-us,Yes,search(text) | form_key(hidden) | reqobj(hidden) | first name*(text) | last name*(text) | email*(email) | phone(text) | comments(textarea) | whoiam(select-one) | hearof(select-one),Yes,Info@hellerorg.com | info@hellerorg.com,212.366.5034,common_path
accessnjhomes.com,https://www.accessnjhomes.com/?aios_agent=ana-arboleda,https://www.accessnjhomes.com/contact-us/,Yes,_wpcf7(hidden) | _wpcf7_version(hidden) | _wpcf7_locale(hidden) | _wpcf7_unit_tag(hidden) | _wpcf7_container_post(hidden) | _wpcf7_posted_data_hash(hidden) | _wpcf7_recaptcha_response(hidden) | name(text) | phone(tel) | email(email) | message(textarea) | alternative:(text) | wpa(text) | fname(text) | lname(text) | your-email(email) | comments(textarea) | first name *(text) | last name *(text) | email address *(email) | phone number(tel) | copy link(text) | find any service(text) | g-recaptcha-response(textarea),Yes,Info@accessrealtynj.com | BrokerNJNY@accessrealtynj.com,201.766.2565,common_path
gumleyhaft.com,https://gumleyhaft.com/,https://gumleyhaft.com/contact-us/,Yes,s(text) | _wpcf7(hidden) | _wpcf7_version(hidden) | _wpcf7_locale(hidden) | _wpcf7_unit_tag(hidden) | _wpcf7_container_post(hidden) | _wpcf7_posted_data_hash(hidden) | your-name(text) | your-email(email) | your-message(textarea),No,info@gumleyhaft.com,"+1 (212) 371-3010 | 10036
212-371-3010",common_path
gotonyc.com,https://gotonyc.com/,https://gotonyc.com/contact,Yes,full name *(text) | email address *(email) | phone number(tel) | subject *(text) | message *(textarea),No,,"718-395-1111 | 718-395-1111
100",common_path
thedomaincos.com,https://thedomaincos.com/?utm_source=GBP&utm_medium=organic,https://thedomaincos.com/contact/,Yes,first name*(text) | last name*(text) | email*(email) | phone(tel) | company(text) | address(text) | city(text) | state(text) | zip(text) | area of interest*(select-one) | comments(textarea) | gform_submission_method(hidden) | gform_theme(hidden) | gform_style_settings(hidden) | is_submit_1(hidden) | gform_submit(hidden) | gform_currency(hidden) | gform_unique_id(hidden) | state_1(hidden) | gform_target_page_number_1(hidden) | gform_source_page_number_1(hidden) | gform_field_values(hidden) | ak_hp_textarea(textarea) | ak_js(hidden),No,,212.991.0001 | 646.285.0003 | 504.301.0014,common_path
mmmgmt.com,http://mmmgmt.com/,http://mmmgmt.com/ContactUs.aspx,Yes,__eventtarget(hidden) | __eventargument(hidden) | __viewstate(hidden) | __viewstategenerator(hidden) | ctl00$maincontent$txtsendersna(text) | ctl00$maincontent$txtemail(text) | ctl00$maincontent$txtsubject(text) | ctl00$maincontent$txtmessage(textarea) | ctl00$maincontent$butsend(submit),No,,212) 799-1358 | 646) 349-5957,link_scan
atlasnyc.com,http://www.atlasnyc.com/,https://atlasnyc.com/contact/,Yes,_wpcf7(hidden) | _wpcf7_version(hidden) | _wpcf7_locale(hidden) | _wpcf7_unit_tag(hidden) | _wpcf7_container_post(hidden) | _wpcf7_posted_data_hash(hidden) | your-name(text) | your-email(email) | your-subject(text) | your-message(textarea) | g-recaptcha-response(textarea) | cf7sr-recaptcha(hidden),Yes,info@atlasNYC.com,"718-717-2117

56 2 | 718-768-8888
718-717-2117 | 718-768-8888 | 718-717-2117",common_path
urgny.com,http://www.urgny.com/,https://urgny.com/index.php/contact/,Yes,form_id(hidden) | houzez_contact_form(hidden) | action(hidden) | source_link(hidden) | lead_page_id(hidden) | email_to(hidden) | email_subject(hidden) | email_to_cc(hidden) | email_to_bcc(hidden) | webhook(hidden) | webhook_url(hidden) | redirect_to(hidden) | google_recaptcha(hidden) | first name(text) | last name(text) | email(email) | message(textarea) | username(text) | password(password) | remember(checkbox) | houzez_login_security(hidden) | _wp_http_referer(hidden) | user_login_forgot(text) | fave_resetpassword_security(hidden),Yes,info@urgny.com,212) 518-7070 | +1 212-518-7070,link_scan
140broadwaynyc.com,http://www.140broadwaynyc.com/main.cfm?sid=eprocedures&pid=econtacts,https://www.140broadwaynyc.com//main.cfm?sid=pmanagement&pid=bmanagement,No,,No,,"212) 943-1500



140",link_scan_no_form
theencorepropertygroup.com,https://www.theencorepropertygroup.com/,https://www.theencorepropertygroup.com/contact,Yes,"first name
(required)(text) | last name
(required)(text) | email address
(required)(email) | phone number(text) | message(textarea) | message-yui_4ec041d4-28de-4c6d(text)",No,ENCOREINFO@TEPGROUP.NYC,,link_scan
thenextsteprealty.com,http://www.thenextsteprealty.com/,https://www.thenextsteprealty.com/contact/,Yes,first name*(text) | last name*(text) | email*(email) | phone number*(tel) | university*(text) | graduation year*(select-one) | employer*(text) | move-in date*(text) | when should we contact you?*(select-one) | how did you hear about us?*(select-one) | gform_ajax(hidden) | gform_submission_method(hidden) | gform_theme(hidden) | gform_style_settings(hidden) | is_submit_19(hidden) | gform_submit(hidden) | gform_currency(hidden) | gform_unique_id(hidden) | state_19(hidden) | gform_target_page_number_19(hidden) | gform_source_page_number_19(hidden) | gform_field_values(hidden) | ak_hp_textarea(textarea) | ak_js(hidden) | oid(hidden) | returl(hidden) | recordtype(hidden) | 00n1i00000lzi4i(hidden) | email*(text) | phone number*(text) | college:*(text) | name(required)(text) | email(required)(email) | number(required)(tel) | position(required)(text) | company(required)(text) | comment(textarea) | is_submit_26(hidden) | state_26(hidden) | gform_target_page_number_26(hidden) | gform_source_page_number_26(hidden),Yes,clients@nextstepny.com,646.568.1312 | 646.568.1311,common_path
stellarmanagement.com,https://www.stellarmanagement.com/,https://www.stellarmanagement.com/contact-us,Yes,ctl00_usheader_scriptmanager1_(hidden) | __eventtarget(hidden) | __eventargument(hidden) | __lastfocus(hidden) | __viewstate(hidden) | __viewstategenerator(hidden) | ctl00$contentplaceholder1$cont(text) | ctl00$contentplaceholder1$cont(select-one) | ctl00$contentplaceholder1$cont(textarea),Yes,,"10001

(212) 406-0030 | +1 212-406-0030",common_path
nycmgmt.com,https://www.nycmgmt.com/,https://www.nycmgmt.com/contact-us,Yes,firstname(text) | lastname(text) | phone(tel) | email(email) | message(textarea) | hs_context(hidden),Yes,,212) 689-8833,link_scan
marbrose.com,http://marbrose.com/,http://www.marbrose.com/contact-us.html,No,,No,Tom@marbrose.com | Susan@marbrose.com | accounting@marbrose.com | Danny@marbrose.com | Marbrose@gmail.com,212) 769 - 3706 | 212) 721 - 4836 | 212) 201 - 1608,link_scan_no_form
cityzenrealty.com,http://cityzenrealty.com/,https://cityzenrealty.com/contact-us,Yes,enter your email(email),No,,,common_path
swiftlyboughthomes.com,https://www.swiftlyboughthomes.com/,https://www.swiftlyboughthomes.com/contact-us/,Yes,input_9.1(text) | street address(text) | city(text) | state(select-one) | zip code(text) | input_9.6(hidden) | full name*(text) | email(email) | phone*(tel) | message(textarea) | i agree to the terms & conditi(checkbox) | email(text) | gform_submission_method(hidden) | gform_theme(hidden) | gform_style_settings(hidden) | is_submit_2(hidden) | gform_submit(hidden) | gform_unique_id(hidden) | state_2(hidden) | gform_target_page_number_2(hidden) | gform_source_page_number_2(hidden) | gform_field_values(hidden) | i agree to the  terms & condit(checkbox) | comments(text) | gform_ajax(hidden) | is_submit_3(hidden) | state_3(hidden) | gform_target_page_number_3(hidden) | gform_source_page_number_3(hidden),Yes,info@swiftlyboughthomes.com,516) 980-3774,common_path
avaloncommunities.com,https://www.avaloncommunities.com/new-york/new-york-city-apartments/avalon-bowery-place?utm_source=gmb&utm_medium=organic&utm_campaign=gmblist,https://www.avaloncommunities.com/new-york/new-york-city-apartments/avalon-bowery-place/contact-us/,Yes,marketsearchinput(text) | text(text) | bat-first-name(text) | bat-last-name(text) | email(text) | mobile phone (optional)(text) | cup-message(textarea) | furnished-interest(radio) | storage-access(checkbox) | required cookies(checkbox) | optional cookies(checkbox) | vendor search(text),No,,,link_scan
zengroupnyc.com,http://www.zengroupnyc.com/,https://www.zengroupnyc.com/contact-us,Yes,first name*(text) | label-dmform-0(hidden) | last name*(text) | label-dmform-5(hidden) | email*(email) | label-dmform-1(hidden) | message(textarea) | label-dmform-3(hidden) | dmformsendto(hidden) | action(hidden) | dmformsubject(hidden) | dmformsubmitparams(hidden) | page_uuid(hidden),Yes,info@zengroupinc.com,347-491-6699,common_path
harlington.com,https://harlington.com/details/156a-east-83rd-street,https://harlington.com/contact,Yes,name(text) | email(email) | phone(tel) | message(textarea) | company(text) | phone(text) | are you a real estate broker o(checkbox),No,info@harlington.com | INFO@HARLINGTON.COM,212.734.9500 | 212) 734-9500,common_path
lclemle.com,http://www.lclemle.com/,https://lclemle.com/contact-us/,Yes,_wpcf7(hidden) | _wpcf7_version(hidden) | _wpcf7_locale(hidden) | _wpcf7_unit_tag(hidden) | _wpcf7_container_post(hidden) | _wpcf7_posted_data_hash(hidden) | your-name(text) | your-email(email) | your-phone(tel) | property(select-one) | text(text) | your-message(textarea) | newsletter_signup(checkbox) | email(email) | _mc4wp_honeypot(text) | _mc4wp_timestamp(hidden) | _mc4wp_form_id(hidden) | _mc4wp_form_element_id(hidden) | apartment-id(hidden),Yes,Rentals@LCLemle.com,212.257.4822 | 646.590.0604,common_path
triumph-properties.com,http://www.triumph-properties.com/,https://www.triumph-properties.com/contact,Yes,fname(text) | lname(text) | email(email),Yes,,,common_path
digsrealtynyc.com,https://digsrealtynyc.com/,https://digsrealtynyc.com/contact/,Yes,phone(text) | first(text) | last(text) | phone(required)(tel) | email(required)(email) | message(required)(textarea) | untitled(select-one) | i agree to be contacted by dig(checkbox) | input_11.2(hidden) | input_11.3(hidden) | gform_ajax(hidden) | gform_submission_method(hidden) | gform_theme(hidden) | gform_style_settings(hidden) | is_submit_13(hidden) | gform_submit(hidden) | gform_currency(hidden) | gform_unique_id(hidden) | state_13(hidden) | gform_target_page_number_13(hidden) | gform_source_page_number_13(hidden) | gform_field_values(hidden) | ct_checkjs(hidden) | apbct__email_id__gravity_form(text) | ct_no_cookie_hidden_field(hidden) | username(text) | password(password) | remember(checkbox) | cf-turnstile-response(hidden) | houzez_login_security(hidden) | _wp_http_referer(hidden) | action(hidden) | redirect_to(hidden) | user_login(text) | fave_resetpassword_security(hidden),Yes,rebecca@digsrealtynyc.com | dan@digsrealtynyc.com,917) 675-0037 | 917) 696-2697,common_path
citystoprealty.com,http://www.citystoprealty.com/,https://citystoprealty.com/contact-us/,Yes,first(text) | last(text) | email*(email) | phone(tel) | questions or comments?(textarea) | gform_submission_method(hidden) | gform_theme(hidden) | gform_style_settings(hidden) | is_submit_3(hidden) | gform_submit(hidden) | gform_currency(hidden) | gform_unique_id(hidden) | state_3(hidden) | gform_target_page_number_3(hidden) | gform_source_page_number_3(hidden) | gform_field_values(hidden) | ak_hp_textarea(textarea) | ak_js(hidden),No,,"10024
917-582-4282",common_path
casacarehosts.com,https://www.casacarehosts.com/,https://www.casacarehosts.com/contact-us/,Yes,text(text) | textarea(textarea) | toggle(checkbox),No,Carrizosa16@gmail.com,+1 813 300 6826,common_path
areliscosme.com,http://www.areliscosme.com/,https://www.areliscosme.com/404,Yes,email(email) | contactname(text) | phone(text) | captcha_id(hidden) | captcha_value(text) | msg(textarea) | name(text) | agent_email(email) | primary_phone(text) | zip_code(text) | password(password),Yes,,786-252-0689,common_path
polarisadvisorsgroup.com,http://www.polarisadvisorsgroup.com/,https://polarisadvisorsgroup.com/contact-us,Yes,name(text) | email(email) | phone(tel) | interest(select-one) | message(textarea) | opt in/disclaimer consent:(checkbox) | middlename(text) | source(text) | button_text(hidden) | source(hidden) | firstname(text) | lastname(text) | middle name(text) | email(hidden) | trigger source(hidden) | phone number(tel),Yes,polarisadvisors@compass.com | polaris.advisors@compass.com,"786) 314-7449





2550 | 786) 314-7449",common_path
